date,season,league,home_team,away_team,home_goals,away_goals,result,ht_home_goals,ht_away_goals,ht_result,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,odds_home_win,odds_draw,odds_away_win
2023-09-24,2023-2024,EPL,Liverpool,West Ham,3,1,H,1.0,1.0,D,22.0,11.0,7.0,4.0,7.0,4.0,12.0,13.0,0.0,2.0,0.0,0.0,1.39,5.38,7.19
2023-09-24,2023-2024,EPL,Sheffield United,Newcastle,0,8,A,0.0,3.0,A,9.0,22.0,1.0,15.0,2.0,6.0,12.0,8.0,3.0,0.0,0.0,0.0,7.01,4.78,1.45
2023-09-24,2023-2024,LALIGA,Ath Madrid,Real Madrid,3,1,H,2.0,1.0,H,10.0,20.0,4.0,5.0,6.0,11.0,13.0,10.0,1.0,3.0,0.0,0.0,2.83,3.36,2.56
2023-09-24,2023-2024,LALIGA,Betis,Cadiz,1,1,D,0.0,1.0,A,21.0,5.0,7.0,1.0,11.0,8.0,10.0,14.0,2.0,3.0,0.0,0.0,1.85,3.56,4.49
2023-09-24,2023-2024,LALIGA,Las Palmas,Granada,1,0,H,0.0,0.0,D,10.0,2.0,3.0,1.0,6.0,7.0,13.0,19.0,6.0,4.0,1.0,0.0,2.03,3.49,3.77
2023-09-24,2023-2024,LALIGA,Sociedad,Getafe,4,3,H,1.0,2.0,A,10.0,10.0,6.0,7.0,2.0,1.0,13.0,24.0,3.0,2.0,0.0,0.0,1.55,3.77,7.37
2023-09-24,2023-2024,LALIGA,Vallecano,Villarreal,1,1,D,1.0,1.0,D,11.0,13.0,6.0,6.0,2.0,8.0,20.0,18.0,2.0,3.0,0.0,1.0,2.52,3.54,2.74
2023-09-24,2023-2024,SERIEA,Atalanta,Cagliari,2,0,H,1.0,0.0,H,10.0,11.0,6.0,1.0,7.0,7.0,6.0,11.0,1.0,2.0,0.0,0.0,1.39,4.94,7.85
2023-09-24,2023-2024,SERIEA,Bologna,Napoli,0,0,D,0.0,0.0,D,5.0,12.0,2.0,4.0,5.0,5.0,16.0,12.0,4.0,5.0,0.0,0.0,3.72,3.64,1.99
2023-09-24,2023-2024,SERIEA,Empoli,Inter,0,1,A,0.0,0.0,D,7.0,23.0,1.0,6.0,3.0,6.0,15.0,11.0,2.0,2.0,0.0,0.0,8.92,5.42,1.33
2023-09-24,2023-2024,SERIEA,Torino,Roma,1,1,D,0.0,0.0,D,13.0,11.0,4.0,3.0,7.0,1.0,4.0,5.0,0.0,2.0,0.0,0.0,3.07,3.05,2.55
2023-09-24,2023-2024,SERIEA,Udinese,Fiorentina,0,2,A,0.0,1.0,A,20.0,6.0,8.0,2.0,10.0,3.0,13.0,11.0,0.0,1.0,0.0,0.0,3.1,3.45,2.3
2023-09-26,2023-2024,LALIGA,Mallorca,Barcelona,2,2,D,2.0,1.0,H,10.0,10.0,5.0,4.0,7.0,2.0,19.0,7.0,4.0,1.0,1.0,0.0,6.89,4.38,1.5
2023-09-26,2023-2024,LALIGA,Sevilla,Almeria,5,1,H,3.0,0.0,H,18.0,10.0,9.0,1.0,9.0,4.0,15.0,16.0,3.0,2.0,0.0,0.0,1.67,4.04,5.08
2023-09-26,2023-2024,SERIEA,Juventus,Lecce,1,0,H,0.0,0.0,D,14.0,2.0,5.0,0.0,5.0,1.0,14.0,15.0,2.0,5.0,0.0,1.0,1.5,4.27,7.05
2023-09-27,2023-2024,LALIGA,Ath Bilbao,Getafe,2,2,D,1.0,0.0,H,9.0,13.0,4.0,5.0,5.0,4.0,9.0,19.0,5.0,6.0,1.0,0.0,1.64,3.7,6.21
2023-09-27,2023-2024,LALIGA,Cadiz,Vallecano,0,0,D,0.0,0.0,D,9.0,9.0,2.0,4.0,1.0,2.0,16.0,13.0,5.0,6.0,0.0,1.0,2.58,3.17,2.95
2023-09-27,2023-2024,LALIGA,Real Madrid,Las Palmas,2,0,H,1.0,0.0,H,21.0,16.0,9.0,2.0,7.0,2.0,7.0,9.0,0.0,1.0,0.0,0.0,1.22,6.92,13.1
2023-09-27,2023-2024,LALIGA,Valencia,Sociedad,0,1,A,0.0,1.0,A,9.0,2.0,2.0,1.0,0.0,2.0,14.0,17.0,4.0,7.0,1.0,0.0,2.65,3.14,2.89
2023-09-27,2023-2024,LALIGA,Villarreal,Girona,1,2,A,0.0,0.0,D,14.0,17.0,3.0,5.0,5.0,6.0,9.0,11.0,3.0,2.0,0.0,0.0,2.23,3.66,3.12
2023-09-27,2023-2024,SERIEA,Cagliari,Milan,1,3,A,1.0,2.0,A,16.0,17.0,6.0,6.0,3.0,5.0,13.0,6.0,3.0,1.0,0.0,0.0,5.43,3.89,1.66
2023-09-27,2023-2024,SERIEA,Empoli,Salernitana,1,0,H,1.0,0.0,H,13.0,14.0,6.0,2.0,10.0,2.0,18.0,13.0,2.0,1.0,0.0,0.0,2.34,3.27,3.22
2023-09-27,2023-2024,SERIEA,Inter,Sassuolo,1,2,A,1.0,0.0,H,13.0,13.0,3.0,6.0,8.0,6.0,10.0,8.0,0.0,1.0,0.0,0.0,1.33,5.72,8.57
2023-09-27,2023-2024,SERIEA,Lazio,Torino,2,0,H,0.0,0.0,D,6.0,7.0,3.0,2.0,4.0,2.0,12.0,13.0,1.0,4.0,0.0,0.0,2.15,3.32,3.61
2023-09-27,2023-2024,SERIEA,Napoli,Udinese,4,1,H,2.0,0.0,H,23.0,13.0,10.0,3.0,8.0,4.0,11.0,10.0,1.0,1.0,0.0,0.0,1.38,5.08,8.39
2023-09-27,2023-2024,SERIEA,Verona,Atalanta,0,1,A,0.0,1.0,A,11.0,8.0,2.0,2.0,4.0,1.0,10.0,25.0,2.0,3.0,0.0,0.0,4.43,3.73,1.82
2023-09-28,2023-2024,LALIGA,Celta,Alaves,1,1,D,1.0,0.0,H,8.0,21.0,0.0,11.0,2.0,8.0,9.0,11.0,5.0,3.0,1.0,0.0,1.71,3.57,5.6
2023-09-28,2023-2024,LALIGA,Granada,Betis,1,1,D,0.0,0.0,D,19.0,13.0,7.0,3.0,5.0,7.0,14.0,10.0,2.0,1.0,0.0,0.0,3.04,3.45,2.36
2023-09-28,2023-2024,LALIGA,Osasuna,Ath Madrid,0,2,A,0.0,1.0,A,13.0,4.0,2.0,3.0,7.0,2.0,14.0,4.0,3.0,3.0,1.0,1.0,3.53,3.43,2.14
2023-09-28,2023-2024,SERIEA,Frosinone,Fiorentina,1,1,D,0.0,1.0,A,11.0,19.0,3.0,6.0,8.0,10.0,6.0,11.0,3.0,3.0,0.0,0.0,3.7,3.64,2.0
2023-09-28,2023-2024,SERIEA,Genoa,Roma,4,1,H,2.0,1.0,H,8.0,13.0,4.0,3.0,1.0,7.0,7.0,12.0,4.0,3.0,0.0,0.0,3.76,3.25,2.12
2023-09-28,2023-2024,SERIEA,Monza,Bologna,0,0,D,0.0,0.0,D,12.0,7.0,3.0,5.0,7.0,5.0,9.0,13.0,5.0,3.0,0.0,1.0,2.42,3.34,2.99
2023-09-29,2023-2024,BUNDESLIGA,Hoffenheim,Dortmund,1,3,A,1.0,2.0,A,15.0,6.0,5.0,5.0,4.0,3.0,14.0,16.0,3.0,4.0,0.0,1.0,3.11,4.13,2.11
2023-09-29,2023-2024,LALIGA,Barcelona,Sevilla,1,0,H,0.0,0.0,D,18.0,12.0,5.0,3.0,13.0,3.0,11.0,15.0,2.0,3.0,0.0,0.0,1.38,5.35,7.92
2023-09-30,2023-2024,BUNDESLIGA,Bochum,M'gladbach,1,3,A,0.0,3.0,A,23.0,25.0,5.0,9.0,5.0,10.0,12.0,12.0,2.0,3.0,0.0,0.0,2.33,3.79,2.88
2023-09-30,2023-2024,BUNDESLIGA,FC Koln,Stuttgart,0,2,A,0.0,0.0,D,14.0,18.0,5.0,4.0,8.0,4.0,16.0,8.0,2.0,1.0,0.0,0.0,2.85,3.65,2.42
2023-09-30,2023-2024,BUNDESLIGA,Heidenheim,Union Berlin,1,0,H,0.0,0.0,D,9.0,19.0,4.0,8.0,5.0,7.0,11.0,14.0,1.0,2.0,0.0,0.0,3.07,3.65,2.27
2023-09-30,2023-2024,BUNDESLIGA,Mainz,Leverkusen,0,3,A,0.0,1.0,A,10.0,6.0,3.0,3.0,3.0,1.0,13.0,11.0,4.0,1.0,0.0,0.0,5.65,4.64,1.54
2023-09-30,2023-2024,BUNDESLIGA,RB Leipzig,Bayern Munich,2,2,D,2.0,0.0,H,7.0,11.0,2.0,5.0,5.0,1.0,10.0,11.0,2.0,5.0,0.0,0.0,3.56,4.21,1.93
2023-09-30,2023-2024,BUNDESLIGA,Wolfsburg,Ein Frankfurt,2,0,H,1.0,0.0,H,19.0,7.0,7.0,3.0,7.0,4.0,11.0,18.0,1.0,6.0,0.0,1.0,2.11,3.55,3.51
2023-09-30,2023-2024,EPL,Aston Villa,Brighton,6,1,H,3.0,0.0,H,19.0,11.0,9.0,3.0,1.0,3.0,19.0,21.0,4.0,4.0,0.0,0.0,2.56,3.92,2.55
2023-09-30,2023-2024,EPL,Bournemouth,Arsenal,0,4,A,0.0,2.0,A,8.0,15.0,1.0,8.0,6.0,6.0,11.0,10.0,0.0,1.0,0.0,0.0,5.77,4.68,1.53
2023-09-30,2023-2024,EPL,Everton,Luton,1,2,A,1.0,2.0,A,23.0,9.0,5.0,2.0,3.0,6.0,8.0,10.0,0.0,1.0,0.0,0.0,1.61,3.94,6.06
2023-09-30,2023-2024,EPL,Man United,Crystal Palace,0,1,A,0.0,1.0,A,19.0,8.0,4.0,2.0,10.0,4.0,10.0,8.0,3.0,2.0,0.0,0.0,1.57,4.3,5.89
2023-09-30,2023-2024,EPL,Newcastle,Burnley,2,0,H,1.0,0.0,H,20.0,8.0,8.0,2.0,5.0,3.0,7.0,15.0,1.0,3.0,0.0,0.0,1.33,5.62,9.22
2023-09-30,2023-2024,EPL,Tottenham,Liverpool,2,1,H,1.0,1.0,D,24.0,12.0,8.0,4.0,12.0,5.0,11.0,17.0,5.0,4.0,0.0,2.0,2.96,4.03,2.21
2023-09-30,2023-2024,EPL,West Ham,Sheffield United,2,0,H,2.0,0.0,H,20.0,16.0,9.0,2.0,7.0,4.0,6.0,9.0,1.0,1.0,0.0,0.0,1.45,4.79,7.1
2023-09-30,2023-2024,EPL,Wolves,Man City,2,1,H,1.0,0.0,H,3.0,23.0,1.0,8.0,0.0,6.0,18.0,12.0,5.0,4.0,0.0,0.0,9.2,5.65,1.33
2023-09-30,2023-2024,LALIGA,Getafe,Villarreal,0,0,D,0.0,0.0,D,22.0,3.0,9.0,0.0,6.0,4.0,19.0,11.0,2.0,4.0,0.0,1.0,2.93,3.25,2.56
2023-09-30,2023-2024,LALIGA,Girona,Real Madrid,0,3,A,0.0,2.0,A,13.0,14.0,3.0,7.0,1.0,4.0,13.0,14.0,2.0,2.0,0.0,1.0,3.57,3.92,1.98
2023-09-30,2023-2024,LALIGA,Sociedad,Ath Bilbao,3,0,H,1.0,0.0,H,8.0,18.0,5.0,3.0,5.0,7.0,20.0,9.0,2.0,2.0,0.0,0.0,2.24,3.25,3.49
2023-09-30,2023-2024,LALIGA,Vallecano,Mallorca,2,2,D,1.0,1.0,D,19.0,9.0,5.0,4.0,5.0,0.0,12.0,20.0,2.0,5.0,0.0,0.0,2.18,3.15,3.79
2023-09-30,2023-2024,SERIEA,Lecce,Napoli,0,4,A,0.0,1.0,A,9.0,15.0,4.0,6.0,3.0,7.0,11.0,11.0,3.0,2.0,0.0,0.0,4.73,3.8,1.76
2023-09-30,2023-2024,SERIEA,Milan,Lazio,2,0,H,0.0,0.0,D,14.0,13.0,7.0,4.0,7.0,1.0,15.0,5.0,3.0,2.0,0.0,0.0,1.77,3.7,4.84
2023-09-30,2023-2024,SERIEA,Salernitana,Inter,0,4,A,0.0,0.0,D,12.0,16.0,3.0,6.0,3.0,3.0,12.0,10.0,2.0,1.0,0.0,0.0,7.79,4.78,1.42
2023-10-01,2023-2024,BUNDESLIGA,Darmstadt,Werder Bremen,4,2,H,2.0,0.0,H,14.0,10.0,5.0,7.0,2.0,4.0,19.0,19.0,3.0,2.0,0.0,0.0,2.8,3.7,2.42
2023-10-01,2023-2024,BUNDESLIGA,Freiburg,Augsburg,2,0,H,1.0,0.0,H,7.0,13.0,3.0,4.0,2.0,3.0,13.0,17.0,2.0,2.0,0.0,0.0,1.72,4.13,4.59
2023-10-01,2023-2024,EPL,Nott'm Forest,Brentford,1,1,D,0.0,0.0,D,6.0,18.0,1.0,5.0,1.0,11.0,6.0,10.0,1.0,2.0,1.0,0.0,2.81,3.27,2.65
2023-10-01,2023-2024,LALIGA,Alaves,Osasuna,0,2,A,0.0,1.0,A,17.0,10.0,3.0,3.0,4.0,2.0,13.0,13.0,2.0,3.0,1.0,0.0,2.71,3.06,2.87
2023-10-01,2023-2024,LALIGA,Almeria,Granada,3,3,D,3.0,0.0,H,17.0,19.0,5.0,4.0,1.0,5.0,18.0,14.0,2.0,1.0,0.0,0.0,1.96,3.7,3.79
2023-10-01,2023-2024,LALIGA,Ath Madrid,Cadiz,3,2,H,1.0,2.0,A,18.0,8.0,9.0,4.0,5.0,3.0,5.0,10.0,1.0,3.0,0.0,0.0,1.36,5.08,9.18
2023-10-01,2023-2024,LALIGA,Betis,Valencia,3,0,H,1.0,0.0,H,15.0,9.0,7.0,2.0,5.0,3.0,11.0,10.0,2.0,2.0,0.0,0.0,2.31,3.32,3.23
2023-10-01,2023-2024,SERIEA,Atalanta,Juventus,0,0,D,0.0,0.0,D,15.0,5.0,2.0,3.0,5.0,2.0,13.0,7.0,1.0,2.0,0.0,0.0,2.51,3.45,2.82
2023-10-01,2023-2024,SERIEA,Bologna,Empoli,3,0,H,1.0,0.0,H,21.0,12.0,9.0,4.0,2.0,6.0,11.0,16.0,2.0,4.0,0.0,0.0,1.66,4.01,5.18
2023-10-01,2023-2024,SERIEA,Roma,Frosinone,2,0,H,1.0,0.0,H,11.0,8.0,5.0,0.0,7.0,3.0,12.0,11.0,1.0,2.0,0.0,0.0,1.45,4.43,7.62
2023-10-01,2023-2024,SERIEA,Udinese,Genoa,2,2,D,1.0,2.0,A,11.0,8.0,2.0,4.0,5.0,0.0,12.0,12.0,2.0,2.0,1.0,0.0,2.38,3.15,3.26
2023-10-02,2023-2024,EPL,Fulham,Chelsea,0,2,A,0.0,2.0,A,10.0,11.0,3.0,4.0,8.0,1.0,15.0,12.0,1.0,4.0,0.0,0.0,3.73,3.49,2.06
2023-10-02,2023-2024,LALIGA,Las Palmas,Celta,2,1,H,0.0,0.0,D,16.0,11.0,5.0,3.0,4.0,5.0,13.0,14.0,2.0,1.0,0.0,0.0,2.48,3.21,3.03
2023-10-02,2023-2024,SERIEA,Fiorentina,Cagliari,3,0,H,2.0,0.0,H,14.0,6.0,2.0,4.0,4.0,2.0,10.0,10.0,1.0,1.0,0.0,0.0,1.49,4.36,6.96
2023-10-02,2023-2024,SERIEA,Sassuolo,Monza,0,1,A,0.0,0.0,D,19.0,13.0,7.0,4.0,7.0,4.0,8.0,10.0,0.0,0.0,0.0,0.0,2.2,3.8,3.02
2023-10-02,2023-2024,SERIEA,Torino,Verona,0,0,D,0.0,0.0,D,8.0,5.0,2.0,2.0,10.0,1.0,6.0,11.0,1.0,1.0,0.0,0.0,1.89,3.4,4.47
2023-10-03,2023-2024,EPL,Luton,Burnley,1,2,A,0.0,1.0,A,18.0,14.0,3.0,4.0,7.0,6.0,14.0,6.0,4.0,2.0,0.0,0.0,2.92,3.18,2.63
2023-10-06,2023-2024,BUNDESLIGA,M'gladbach,Mainz,2,2,D,1.0,1.0,D,20.0,13.0,9.0,7.0,10.0,3.0,9.0,9.0,3.0,1.0,0.0,0.0,2.06,3.87,3.42
2023-10-06,2023-2024,LALIGA,Ath Bilbao,Almeria,3,0,H,1.0,0.0,H,23.0,4.0,9.0,1.0,6.0,2.0,11.0,7.0,2.0,0.0,0.0,0.0,1.38,5.24,8.16
2023-10-06,2023-2024,SERIEA,Empoli,Udinese,0,0,D,0.0,0.0,D,18.0,11.0,3.0,1.0,5.0,7.0,11.0,15.0,1.0,2.0,0.0,0.0,3.12,3.34,2.38
2023-10-06,2023-2024,SERIEA,Lecce,Sassuolo,1,1,D,0.0,1.0,A,13.0,14.0,4.0,1.0,5.0,3.0,9.0,15.0,2.0,3.0,0.0,0.0,2.57,3.5,2.74
2023-10-07,2023-2024,BUNDESLIGA,Augsburg,Darmstadt,1,2,A,0.0,0.0,D,17.0,17.0,3.0,5.0,4.0,4.0,13.0,12.0,4.0,2.0,0.0,0.0,1.9,3.87,3.95
2023-10-07,2023-2024,BUNDESLIGA,Dortmund,Union Berlin,4,2,H,1.0,2.0,A,12.0,12.0,7.0,6.0,4.0,6.0,7.0,15.0,1.0,1.0,0.0,0.0,1.61,4.38,5.31
2023-10-07,2023-2024,BUNDESLIGA,RB Leipzig,Bochum,0,0,D,0.0,0.0,D,18.0,9.0,5.0,2.0,9.0,1.0,10.0,13.0,2.0,4.0,0.0,0.0,1.24,6.81,11.15
2023-10-07,2023-2024,BUNDESLIGA,Stuttgart,Wolfsburg,3,1,H,0.0,1.0,A,13.0,12.0,7.0,5.0,5.0,6.0,13.0,14.0,1.0,3.0,0.0,0.0,2.0,3.76,3.64
2023-10-07,2023-2024,BUNDESLIGA,Werder Bremen,Hoffenheim,2,3,A,1.0,2.0,A,13.0,11.0,3.0,4.0,4.0,4.0,15.0,6.0,5.0,4.0,0.0,0.0,2.75,3.9,2.38
2023-10-07,2023-2024,EPL,Burnley,Chelsea,1,4,A,1.0,1.0,D,10.0,9.0,3.0,5.0,7.0,3.0,11.0,8.0,2.0,4.0,0.0,0.0,4.63,3.92,1.76
2023-10-07,2023-2024,EPL,Crystal Palace,Nott'm Forest,0,0,D,0.0,0.0,D,8.0,16.0,2.0,5.0,3.0,7.0,7.0,12.0,0.0,1.0,0.0,0.0,2.24,3.25,3.49
2023-10-07,2023-2024,EPL,Everton,Bournemouth,3,0,H,2.0,0.0,H,25.0,11.0,8.0,4.0,8.0,7.0,14.0,15.0,1.0,2.0,0.0,0.0,1.97,3.7,3.81
2023-10-07,2023-2024,EPL,Fulham,Sheffield United,3,1,H,0.0,0.0,D,20.0,5.0,6.0,2.0,9.0,4.0,8.0,10.0,1.0,2.0,0.0,0.0,1.64,3.96,5.69
2023-10-07,2023-2024,EPL,Luton,Tottenham,0,1,A,0.0,0.0,D,12.0,15.0,2.0,4.0,5.0,6.0,16.0,7.0,2.0,1.0,0.0,1.0,6.46,4.79,1.48
2023-10-07,2023-2024,EPL,Man United,Brentford,2,1,H,0.0,1.0,A,21.0,11.0,8.0,3.0,7.0,5.0,10.0,17.0,0.0,5.0,0.0,0.0,1.69,4.2,4.78
2023-10-07,2023-2024,LALIGA,Cadiz,Girona,0,1,A,0.0,0.0,D,8.0,20.0,2.0,5.0,5.0,5.0,12.0,13.0,1.0,3.0,1.0,0.0,3.25,3.41,2.28
2023-10-07,2023-2024,LALIGA,Mallorca,Valencia,1,1,D,1.0,1.0,D,9.0,11.0,5.0,3.0,3.0,6.0,17.0,11.0,2.0,1.0,0.0,0.0,2.51,3.08,3.16
2023-10-07,2023-2024,LALIGA,Real Madrid,Osasuna,4,0,H,1.0,0.0,H,19.0,7.0,9.0,1.0,5.0,4.0,9.0,6.0,2.0,2.0,0.0,0.0,1.31,5.7,9.96
2023-10-07,2023-2024,LALIGA,Sevilla,Vallecano,2,2,D,0.0,2.0,A,22.0,7.0,6.0,4.0,12.0,2.0,16.0,19.0,5.0,2.0,0.0,0.0,1.89,3.58,4.27
2023-10-07,2023-2024,SERIEA,Genoa,Milan,0,1,A,0.0,0.0,D,7.0,12.0,1.0,3.0,3.0,2.0,10.0,13.0,3.0,5.0,1.0,1.0,4.06,3.54,1.95
2023-10-07,2023-2024,SERIEA,Inter,Bologna,2,2,D,2.0,1.0,H,14.0,8.0,5.0,3.0,7.0,7.0,11.0,9.0,2.0,3.0,0.0,0.0,1.39,5.1,7.98
2023-10-07,2023-2024,SERIEA,Juventus,Torino,2,0,H,0.0,0.0,D,17.0,10.0,6.0,1.0,7.0,3.0,10.0,8.0,1.0,1.0,0.0,0.0,1.93,3.35,4.46
2023-10-08,2023-2024,BUNDESLIGA,Bayern Munich,Freiburg,3,0,H,2.0,0.0,H,21.0,2.0,5.0,0.0,7.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,1.16,8.73,15.05
2023-10-08,2023-2024,BUNDESLIGA,Ein Frankfurt,Heidenheim,2,0,H,1.0,0.0,H,12.0,7.0,6.0,2.0,3.0,6.0,14.0,10.0,2.0,3.0,0.0,0.0,1.73,4.07,4.63
2023-10-08,2023-2024,BUNDESLIGA,Leverkusen,FC Koln,3,0,H,2.0,0.0,H,21.0,7.0,10.0,3.0,11.0,4.0,9.0,7.0,3.0,0.0,0.0,0.0,1.34,5.58,8.69
2023-10-08,2023-2024,EPL,Arsenal,Man City,1,0,H,0.0,0.0,D,12.0,4.0,2.0,1.0,5.0,4.0,8.0,7.0,2.0,3.0,0.0,0.0,2.92,3.49,2.44
2023-10-08,2023-2024,EPL,Brighton,Liverpool,2,2,D,1.0,2.0,A,14.0,14.0,3.0,4.0,8.0,1.0,12.0,20.0,1.0,2.0,0.0,0.0,3.05,4.01,2.17
2023-10-08,2023-2024,EPL,West Ham,Newcastle,2,2,D,1.0,0.0,H,5.0,10.0,3.0,3.0,4.0,2.0,11.0,18.0,3.0,3.0,0.0,0.0,3.32,3.72,2.13
2023-10-08,2023-2024,EPL,Wolves,Aston Villa,1,1,D,0.0,0.0,D,8.0,18.0,3.0,4.0,2.0,10.0,19.0,9.0,2.0,2.0,1.0,0.0,3.4,3.59,2.14
2023-10-08,2023-2024,LALIGA,Alaves,Betis,1,1,D,1.0,1.0,D,15.0,6.0,5.0,2.0,5.0,3.0,13.0,9.0,3.0,3.0,0.0,1.0,2.86,3.18,2.65
2023-10-08,2023-2024,LALIGA,Ath Madrid,Sociedad,2,1,H,1.0,0.0,H,14.0,13.0,5.0,4.0,1.0,4.0,9.0,12.0,3.0,3.0,0.0,0.0,1.91,3.45,4.42
2023-10-08,2023-2024,LALIGA,Celta,Getafe,2,2,D,2.0,2.0,D,26.0,3.0,11.0,2.0,13.0,1.0,14.0,20.0,1.0,8.0,0.0,1.0,2.06,3.2,4.11
2023-10-08,2023-2024,LALIGA,Granada,Barcelona,2,2,D,2.0,1.0,H,7.0,22.0,2.0,10.0,1.0,11.0,12.0,7.0,4.0,1.0,0.0,0.0,6.92,5.18,1.42
2023-10-08,2023-2024,LALIGA,Villarreal,Las Palmas,1,2,A,0.0,1.0,A,9.0,8.0,4.0,5.0,7.0,2.0,17.0,7.0,4.0,4.0,0.0,0.0,1.62,4.17,5.48
2023-10-08,2023-2024,SERIEA,Cagliari,Roma,1,4,A,0.0,2.0,A,16.0,11.0,2.0,5.0,4.0,3.0,15.0,13.0,2.0,3.0,0.0,0.0,4.71,3.46,1.84
2023-10-08,2023-2024,SERIEA,Frosinone,Verona,2,1,H,1.0,0.0,H,11.0,16.0,2.0,4.0,2.0,4.0,9.0,12.0,1.0,4.0,0.0,0.0,2.38,3.28,3.13
2023-10-08,2023-2024,SERIEA,Lazio,Atalanta,3,2,H,2.0,1.0,H,12.0,12.0,4.0,4.0,4.0,6.0,7.0,10.0,1.0,1.0,0.0,0.0,2.81,3.3,2.61
2023-10-08,2023-2024,SERIEA,Monza,Salernitana,3,0,H,2.0,0.0,H,16.0,8.0,7.0,5.0,7.0,7.0,8.0,16.0,1.0,2.0,0.0,0.0,1.68,3.92,5.15
2023-10-08,2023-2024,SERIEA,Napoli,Fiorentina,1,3,A,1.0,1.0,D,16.0,12.0,4.0,3.0,6.0,4.0,4.0,14.0,2.0,4.0,0.0,0.0,1.61,4.22,5.32
2023-10-20,2023-2024,BUNDESLIGA,Dortmund,Werder Bremen,1,0,H,0.0,0.0,D,22.0,6.0,5.0,1.0,10.0,4.0,5.0,10.0,1.0,5.0,0.0,0.0,1.3,6.52,8.74
2023-10-20,2023-2024,LALIGA,Osasuna,Granada,2,0,H,1.0,0.0,H,12.0,13.0,6.0,3.0,1.0,7.0,19.0,13.0,3.0,4.0,0.0,1.0,1.73,3.87,4.89
2023-10-21,2023-2024,BUNDESLIGA,Darmstadt,RB Leipzig,1,3,A,1.0,2.0,A,16.0,10.0,3.0,7.0,6.0,0.0,16.0,12.0,6.0,3.0,0.0,0.0,6.54,4.92,1.46
2023-10-21,2023-2024,BUNDESLIGA,Freiburg,Bochum,2,1,H,2.0,1.0,H,15.0,13.0,5.0,5.0,5.0,2.0,11.0,16.0,3.0,4.0,0.0,0.0,1.73,3.98,4.69
2023-10-21,2023-2024,BUNDESLIGA,Hoffenheim,Ein Frankfurt,1,3,A,1.0,3.0,A,14.0,13.0,5.0,5.0,6.0,3.0,7.0,7.0,3.0,0.0,0.0,0.0,2.12,3.67,3.37
2023-10-21,2023-2024,BUNDESLIGA,Mainz,Bayern Munich,1,3,A,1.0,2.0,A,14.0,12.0,3.0,5.0,2.0,7.0,12.0,10.0,3.0,2.0,0.0,0.0,9.77,6.53,1.28
2023-10-21,2023-2024,BUNDESLIGA,Union Berlin,Stuttgart,0,3,A,0.0,1.0,A,10.0,10.0,2.0,5.0,4.0,2.0,12.0,12.0,2.0,1.0,0.0,0.0,2.54,3.54,2.75
2023-10-21,2023-2024,BUNDESLIGA,Wolfsburg,Leverkusen,1,2,A,1.0,1.0,D,18.0,13.0,7.0,6.0,4.0,3.0,15.0,14.0,3.0,5.0,0.0,0.0,4.47,4.12,1.75
2023-10-21,2023-2024,EPL,Bournemouth,Wolves,1,2,A,1.0,0.0,H,7.0,20.0,4.0,7.0,3.0,12.0,15.0,10.0,2.0,6.0,1.0,0.0,2.41,3.48,2.95
2023-10-21,2023-2024,EPL,Brentford,Burnley,3,0,H,1.0,0.0,H,23.0,6.0,10.0,1.0,5.0,5.0,14.0,12.0,5.0,2.0,0.0,1.0,1.83,3.74,4.4
2023-10-21,2023-2024,EPL,Chelsea,Arsenal,2,2,D,1.0,0.0,H,11.0,13.0,5.0,3.0,2.0,7.0,7.0,14.0,3.0,3.0,0.0,0.0,3.24,3.47,2.26
2023-10-21,2023-2024,EPL,Liverpool,Everton,2,0,H,0.0,0.0,D,26.0,6.0,6.0,1.0,12.0,4.0,9.0,9.0,1.0,1.0,0.0,1.0,1.36,5.66,8.01
2023-10-21,2023-2024,EPL,Man City,Brighton,2,1,H,2.0,0.0,H,10.0,5.0,6.0,3.0,2.0,2.0,9.0,11.0,2.0,2.0,1.0,0.0,1.41,5.36,6.83
2023-10-21,2023-2024,EPL,Newcastle,Crystal Palace,4,0,H,3.0,0.0,H,10.0,17.0,7.0,3.0,6.0,8.0,7.0,12.0,2.0,3.0,0.0,0.0,1.46,4.53,7.44
2023-10-21,2023-2024,EPL,Nott'm Forest,Luton,2,2,D,0.0,0.0,D,19.0,13.0,8.0,4.0,4.0,2.0,12.0,11.0,3.0,0.0,0.0,0.0,1.69,3.82,5.33
2023-10-21,2023-2024,EPL,Sheffield United,Man United,1,2,A,1.0,1.0,D,12.0,14.0,6.0,5.0,5.0,4.0,12.0,10.0,3.0,1.0,0.0,0.0,7.27,5.07,1.42
2023-10-21,2023-2024,LALIGA,Celta,Ath Madrid,0,3,A,0.0,1.0,A,16.0,12.0,3.0,7.0,7.0,5.0,10.0,10.0,3.0,2.0,1.0,0.0,3.58,3.49,2.11
2023-10-21,2023-2024,LALIGA,Getafe,Betis,1,1,D,1.0,1.0,D,14.0,13.0,4.0,3.0,4.0,8.0,17.0,11.0,5.0,2.0,0.0,0.0,2.49,3.11,3.15
